CDS	Rv0836c	Rv0836c	932279	932932
Intergenic	Rv0836c-Rv0837c	Rv0836c-Rv0837c	932933	933002
CDS	Rv0837c	Rv0837c	933003	934031
Intergenic	Rv0837c-Rv0838	Rv0837c-lpqR	934032	934719
CDS	Rv0838	lpqR	934720	935490
Intergenic	Rv0838-Rv0839	lpqR-Rv0839	935491	935576
CDS	Rv0839	Rv0839	935577	936389
Intergenic	Rv0839-Rv0840c	Rv0839-pip	936390	936456
CDS	Rv0840c	pip	936457	937317
Intergenic	Rv0840c-Rv0841	pip-Rv0841	937318	937592
CDS	Rv0841	Rv0841	937593	937835
Intergenic	Rv0841-Rv0842	Rv0841-Rv0842	937836	938111
CDS	Rv0842	Rv0842	938112	939404
CDS	Rv0843	Rv0843	939388	940392
Intergenic	Rv0843-Rv0844c	Rv0843-narL	940393	940455
CDS	Rv0844c	narL	940456	941106
Intergenic	Rv0844c-Rv0845	narL-Rv0845	941107	941189
CDS	Rv0845	Rv0845	941190	942467
Intergenic	Rv0845-Rv0846c	Rv0845-Rv0846c	942468	942679
CDS	Rv0846c	Rv0846c	942680	944194
Intergenic	Rv0846c-Rv0847	Rv0846c-lpqS	944195	944342
CDS	Rv0847	lpqS	944343	944735
Intergenic	Rv0847-Rv0848	lpqS-cysK2	944736	944937
CDS	Rv0848	cysK2	944938	946056
CDS	Rv0849	Rv0849	946056	947315
Intergenic	Rv0849-Rv0851c	Rv0849-Rv0851c	947316	947640
CDS	Rv0851c	Rv0851c	947641	948468
Intergenic	Rv0851c-Rv0852	Rv0851c-Rv0852	948469	948756
CDS	Rv0852	Rv0852	948757	949395
Intergenic	Rv0852-Rv0853c	Rv0852-pdc	949396	949435
CDS	Rv0853c	pdc	949436	951118
Intergenic	Rv0853c-Rv0854	pdc-Rv0854	951119	951182
CDS	Rv0854	Rv0854	951183	951626
Intergenic	Rv0854-Rv0855	Rv0854-far	951627	951631
CDS	Rv0855	far	951632	952711
Intergenic	Rv0855-Rv0856	far-Rv0856	952712	952824
CDS	Rv0856	Rv0856	952825	953229
Intergenic	Rv0856-Rv0857	Rv0856-Rv0857	953230	953256
CDS	Rv0857	Rv0857	953257	953730
CDS	Rv0858c	dapC	953727	954920
Intergenic	Rv0858c-Rv0859	dapC-Rv0859	954921	955076
CDS	Rv0859	Rv0859	955077	956288
Intergenic	Rv0859-Rv0860	Rv0859-fadB	956289	956292
CDS	Rv0860	fadB	956293	958455
Intergenic	Rv0860-Rv0861c	fadB-ercc3	958456	958522
CDS	Rv0861c	ercc3	958523	960151
Intergenic	Rv0861c-Rv0862c	ercc3-Rv0862c	960152	960341
CDS	Rv0862c	Rv0862c	960342	962612
Intergenic	Rv0862c-Rv0863	Rv0862c-Rv0863	962613	962679
CDS	Rv0863	Rv0863	962680	962880
Intergenic	Rv0863-Rv0864	Rv0863-moaC2	962881	962889
CDS	Rv0864	moaC2	962890	963393
CDS	Rv0865	mog	963390	963872
CDS	Rv0866	moaE2	963869	964294
Intergenic	Rv0866-Rv0867c	moaE2-rpfA	964295	964311
CDS	Rv0867c	rpfA	964312	965535
Intergenic	Rv0867c-Rv0868c	rpfA-moaD2	965536	965982
CDS	Rv0868c	moaD2	965983	966261
Intergenic	Rv0868c-Rv0869c	moaD2-moaA2	966262	966264
CDS	Rv0869c	moaA2	966265	967347
CDS	Rv0870c	Rv0870c	967344	967733
Intergenic	Rv0870c-Rv0871	Rv0870c-cspB	967734	967897
CDS	Rv0871	cspB	967898	968305
Intergenic	Rv0871-Rv0872c	cspB-PE_PGRS15	968306	968423
CDS	Rv0872c	PE_PGRS15	968424	970244
Intergenic	Rv0872c-Rv0873	PE_PGRS15-fadE10	970245	970504
CDS	Rv0873	fadE10	970505	972457
Intergenic	Rv0873-Rv0874c	fadE10-Rv0874c	972458	972545
CDS	Rv0874c	Rv0874c	972546	973706
Intergenic	Rv0874c-Rv0875c	Rv0874c-Rv0875c	973707	973805
CDS	Rv0875c	Rv0875c	973806	974294
CDS	Rv0876c	Rv0876c	974291	975937
Intergenic	Rv0876c-Rv0877	Rv0876c-Rv0877	975938	976074
CDS	Rv0877	Rv0877	976075	976863
Intergenic	Rv0877-Rv0878c	Rv0877-PPE13	976864	976871
CDS	Rv0878c	PPE13	976872	978203
Intergenic	Rv0878c-Rv0879c	PPE13-Rv0879c	978204	978480
CDS	Rv0879c	Rv0879c	978481	978756
Intergenic	Rv0879c-Rv0880	Rv0879c-Rv0880	978757	978933
CDS	Rv0880	Rv0880	978934	979365
CDS	Rv0881	Rv0881	979362	980228
CDS	Rv0882	Rv0882	980225	980509
CDS	Rv0883c	Rv0883c	980506	981267
Intergenic	Rv0883c-Rv0884c	Rv0883c-serC	981268	981423
CDS	Rv0884c	serC	981424	982554
Intergenic	Rv0884c-Rv0885	serC-Rv0885	982555	982761
CDS	Rv0885	Rv0885	982762	983784
Intergenic	Rv0885-Rv0886	Rv0885-fprB	983785	983802
CDS	Rv0886	fprB	983803	985530
CDS	Rv0887c	Rv0887c	985513	985971
Intergenic	Rv0887c-Rv0888	Rv0887c-Rv0888	985972	987232
CDS	Rv0888	Rv0888	987233	988705
Intergenic	Rv0888-Rv0889c	Rv0888-citA	988706	988739
CDS	Rv0889c	citA	988740	989861
Intergenic	Rv0889c-Rv0890c	citA-Rv0890c	989862	989947
CDS	Rv0890c	Rv0890c	989948	992596
Intergenic	Rv0890c-Rv0891c	Rv0890c-Rv0891c	992597	992597
CDS	Rv0891c	Rv0891c	992598	993455
Intergenic	Rv0891c-Rv0892	Rv0891c-Rv0892	993456	993852
CDS	Rv0892	Rv0892	993853	995340
CDS	Rv0893c	Rv0893c	995318	996295
Intergenic	Rv0893c-Rv0894	Rv0893c-Rv0894	996296	996523
CDS	Rv0894	Rv0894	996524	997705
Intergenic	Rv0894-Rv0895	Rv0894-Rv0895	997706	997781
CDS	Rv0895	Rv0895	997782	999299
Intergenic	Rv0895-Rv0896	Rv0895-gltA2	999300	999471
CDS	Rv0896	gltA2	999472	1000767
Intergenic	Rv0896-Rv0897c	gltA2-Rv0897c	1000768	1000807
CDS	Rv0897c	Rv0897c	1000808	1002415
Intergenic	Rv0897c-Rv0898c	Rv0897c-Rv0898c	1002416	1002440
CDS	Rv0898c	Rv0898c	1002441	1002704
Intergenic	Rv0898c-Rv0899	Rv0898c-arfA	1002705	1002811
CDS	Rv0899	arfA	1002812	1003792
Intergenic	Rv0899-Rv0900	arfA-arfB	1003793	1003804
CDS	Rv0900	arfB	1003805	1003957
CDS	Rv0901	arfC	1003957	1004484
Intergenic	Rv0901-Rv0902c	arfC-prrB	1004485	1004500
CDS	Rv0902c	prrB	1004501	1005841
Intergenic	Rv0902c-Rv0903c	prrB-prrA	1005842	1005851
CDS	Rv0903c	prrA	1005852	1006562
Intergenic	Rv0903c-Rv0904c	prrA-accD3	1006563	1006692
CDS	Rv0904c	accD3	1006693	1008180
Intergenic	Rv0904c-Rv0905	accD3-echA6	1008181	1008206
CDS	Rv0905	echA6	1008207	1008938
Intergenic	Rv0905-Rv0906	echA6-Rv0906	1008939	1008943
CDS	Rv0906	Rv0906	1008944	1010062
Intergenic	Rv0906-Rv0907	Rv0906-Rv0907	1010063	1010135
CDS	Rv0907	Rv0907	1010136	1011734
CDS	Rv0908	ctpE	1011731	1014124
Intergenic	Rv0908-Rv0909	ctpE-Rv0909	1014125	1014680
CDS	Rv0909	Rv0909	1014681	1014860
Intergenic	Rv0909-Rv0910	Rv0909-Rv0910	1014861	1014865
CDS	Rv0910	Rv0910	1014866	1015300
Intergenic	Rv0910-Rv0911	Rv0910-Rv0911	1015301	1015397
CDS	Rv0911	Rv0911	1015398	1016171
Intergenic	Rv0911-Rv0912	Rv0911-Rv0912	1016172	1016235
CDS	Rv0912	Rv0912	1016236	1016685
Intergenic	Rv0912-Rv0913c	Rv0912-Rv0913c	1016686	1017216
CDS	Rv0913c	Rv0913c	1017217	1018725
Intergenic	Rv0913c-Rv0914c	Rv0913c-Rv0914c	1018726	1018726
CDS	Rv0914c	Rv0914c	1018727	1019965
Intergenic	Rv0914c-Rv0915c	Rv0914c-PPE14	1019966	1020057
CDS	Rv0915c	PPE14	1020058	1021329
Intergenic	Rv0915c-Rv0916c	PPE14-PE7	1021330	1021343
CDS	Rv0916c	PE7	1021344	1021643
Intergenic	Rv0916c-Rv0917	PE7-betP	1021644	1022086
CDS	Rv0917	betP	1022087	1023868
Intergenic	Rv0917-Rv0918	betP-Rv0918	1023869	1024210
CDS	Rv0918	Rv0918	1024211	1024687
CDS	Rv0919	Rv0919	1024684	1025184
Intergenic	Rv0919-Rvnt14	Rv0919-argT	1025185	1025320
tRNA	Rvnt14	argT	1025321	1025393
Intergenic	Rvnt14-Rv0920c	argT-Rv0920c	1025394	1025496
CDS	Rv0920c	Rv0920c	1025497	1026816
Intergenic	Rv0920c-Rv0921	Rv0920c-Rv0921	1026817	1027103
CDS	Rv0921	Rv0921	1027104	1027685
CDS	Rv0922	Rv0922	1027685	1029337
Intergenic	Rv0922-Rv0923c	Rv0922-Rv0923c	1029338	1029512
CDS	Rv0923c	Rv0923c	1029513	1030577
CDS	Rv0924c	mntH	1030578	1031864
Intergenic	Rv0924c-Rv0925c	mntH-Rv0925c	1031865	1031895
CDS	Rv0925c	Rv0925c	1031896	1032633
Intergenic	Rv0925c-Rv0926c	Rv0925c-Rv0926c	1032634	1032709
CDS	Rv0926c	Rv0926c	1032710	1033786
Intergenic	Rv0926c-Rv0927c	Rv0926c-Rv0927c	1033787	1033839
CDS	Rv0927c	Rv0927c	1033840	1034631
Intergenic	Rv0927c-Rv0928	Rv0927c-pstS3	1034632	1034902
CDS	Rv0928	pstS3	1034903	1036015
Intergenic	Rv0928-Rv0929	pstS3-pstC2	1036016	1036027
CDS	Rv0929	pstC2	1036028	1037002
CDS	Rv0930	pstA1	1036999	1037925
CDS	Rv0931c	pknD	1037920	1039914
Intergenic	Rv0931c-Rv0932c	pknD-pstS2	1039915	1039935
CDS	Rv0932c	pstS2	1039936	1041048
Intergenic	Rv0932c-Rv0933	pstS2-pstB	1041049	1041263
CDS	Rv0933	pstB	1041264	1042094
Intergenic	Rv0933-Rv0934	pstB-pstS1	1042095	1042114
CDS	Rv0934	pstS1	1042115	1043239
Intergenic	Rv0934-Rv0935	pstS1-pstC1	1043240	1043298
CDS	Rv0935	pstC1	1043299	1044315
Intergenic	Rv0935-Rv0936	pstC1-pstA2	1044316	1044316
CDS	Rv0936	pstA2	1044317	1045222
CDS	Rv0937c	mku	1045199	1046020
Intergenic	Rv0937c-Rv0938	mku-ligD	1046021	1046135
CDS	Rv0938	ligD	1046136	1048415
CDS	Rv0939	Rv0939	1048412	1050346
Intergenic	Rv0939-Rv0940c	Rv0939-Rv0940c	1050347	1050592
CDS	Rv0940c	Rv0940c	1050593	1051459
Intergenic	Rv0940c-Rv0941c	Rv0940c-Rv0941c	1051460	1051543
CDS	Rv0941c	Rv0941c	1051544	1052317
Intergenic	Rv0941c-Rv0942	Rv0941c-Rv0942	1052318	1052359
CDS	Rv0942	Rv0942	1052360	1052638
Intergenic	Rv0942-Rv0943c	Rv0942-Rv0943c	1052639	1052695
CDS	Rv0943c	Rv0943c	1052696	1053736
Intergenic	Rv0943c-Rv0944	Rv0943c-Rv0944	1053737	1053764
CDS	Rv0944	Rv0944	1053765	1054241
Intergenic	Rv0944-Rv0945	Rv0944-Rv0945	1054242	1054246
CDS	Rv0945	Rv0945	1054247	1055008
Intergenic	Rv0945-Rv0946c	Rv0945-pgi	1055009	1055023
CDS	Rv0946c	pgi	1055024	1056685
Intergenic	Rv0946c-Rv0947c	pgi-Rv0947c	1056686	1057299
gene	Rv0947c	Rv0947c	1057300	1057530
Intergenic	Rv0947c-Rv0948c	Rv0947c-Rv0948c	1057531	1057645
CDS	Rv0948c	Rv0948c	1057646	1057963
Intergenic	Rv0948c-Rv0949	Rv0948c-uvrD1	1057964	1058259
CDS	Rv0949	uvrD1	1058260	1060575
Intergenic	Rv0949-Rv0950c	uvrD1-Rv0950c	1060576	1060655
CDS	Rv0950c	Rv0950c	1060656	1061654
Intergenic	Rv0950c-Rv0951	Rv0950c-sucC	1061655	1061963
CDS	Rv0951	sucC	1061964	1063127
Intergenic	Rv0951-Rv0952	sucC-sucD	1063128	1063139
CDS	Rv0952	sucD	1063140	1064051
Intergenic	Rv0952-Rv0953c	sucD-Rv0953c	1064052	1064113
CDS	Rv0953c	Rv0953c	1064114	1064962
Intergenic	Rv0953c-Rv0954	Rv0953c-Rv0954	1064963	1065126
CDS	Rv0954	Rv0954	1065127	1066038
Intergenic	Rv0954-Rv0955	Rv0954-Rv0955	1066039	1066077
CDS	Rv0955	Rv0955	1066078	1067445
Intergenic	Rv0955-Rv0956	Rv0955-purN	1067446	1067560
CDS	Rv0956	purN	1067561	1068208
CDS	Rv0957	purH	1068205	1069776
Intergenic	Rv0957-Rv0958	purH-Rv0958	1069777	1069882
CDS	Rv0958	Rv0958	1069883	1071262
CDS	Rv0959	Rv0959	1071255	1073273
Intergenic	Rv0959-Rv0959A	Rv0959-vapB9	1073274	1073326
CDS	Rv0959A	vapB9	1073327	1073548
CDS	Rv0960	vapC9	1073545	1073928
Intergenic	Rv0960-Rv0961	vapC9-Rv0961	1073929	1074073
CDS	Rv0961	Rv0961	1074074	1074421
Intergenic	Rv0961-Rv0962c	Rv0961-lprP	1074422	1074439
CDS	Rv0962c	lprP	1074440	1075114
Intergenic	Rv0962c-Rv0963c	lprP-Rv0963c	1075115	1075296
CDS	Rv0963c	Rv0963c	1075297	1076097
Intergenic	Rv0963c-Rv0964c	Rv0963c-Rv0964c	1076098	1076195
CDS	Rv0964c	Rv0964c	1076196	1076678
Intergenic	Rv0964c-Rv0965c	Rv0964c-Rv0965c	1076679	1076777
CDS	Rv0965c	Rv0965c	1076778	1077197
Intergenic	Rv0965c-Rv0966c	Rv0965c-Rv0966c	1077198	1077232
CDS	Rv0966c	Rv0966c	1077233	1077835
Intergenic	Rv0966c-Rv0967	Rv0966c-csoR	1077836	1077974
CDS	Rv0967	csoR	1077975	1078334
Intergenic	Rv0967-Rv0968	csoR-Rv0968	1078335	1078390
CDS	Rv0968	Rv0968	1078391	1078687
Intergenic	Rv0968-Rv0969	Rv0968-ctpV	1078688	1078742
CDS	Rv0969	ctpV	1078743	1081055
CDS	Rv0970	Rv0970	1081052	1081684
Intergenic	Rv0970-Rv0971c	Rv0970-echA7	1081685	1081774
CDS	Rv0971c	echA7	1081775	1082584
CDS	Rv0972c	fadE12	1082584	1083750
CDS	Rv0973c	accA2	1083747	1085750
Intergenic	Rv0973c-Rv0974c	accA2-accD2	1085751	1085755
CDS	Rv0974c	accD2	1085756	1087345
Intergenic	Rv0974c-Rv0975c	accD2-fadE13	1087346	1087347
CDS	Rv0975c	fadE13	1087348	1088496
CDS	Rv0976c	Rv0976c	1088493	1090175
Intergenic	Rv0976c-Rv0977	Rv0976c-PE_PGRS16	1090176	1090372
CDS	Rv0977	PE_PGRS16	1090373	1093144
Intergenic	Rv0977-Rv0978c	PE_PGRS16-PE_PGRS17	1093145	1093360
CDS	Rv0978c	PE_PGRS17	1093361	1094356
Intergenic	Rv0978c-Rv0979c	PE_PGRS17-Rv0979c	1094357	1094669
CDS	Rv0979c	Rv0979c	1094670	1094864
Intergenic	Rv0979c-Rv0979A	Rv0979c-rpmF	1094865	1094885
CDS	Rv0979A	rpmF	1094886	1095059
Intergenic	Rv0979A-Rv0980c	rpmF-PE_PGRS18	1095060	1095077
CDS	Rv0980c	PE_PGRS18	1095078	1096451
Intergenic	Rv0980c-Rv0981	PE_PGRS18-mprA	1096452	1096821
CDS	Rv0981	mprA	1096822	1097508
CDS	Rv0982	mprB	1097508	1099022
Intergenic	Rv0982-Rv0983	mprB-pepD	1099023	1099065
CDS	Rv0983	pepD	1099066	1100460
CDS	Rv0984	moaB2	1100460	1101005
Intergenic	Rv0984-Rv0985c	moaB2-mscL	1101006	1101024
CDS	Rv0985c	mscL	1101025	1101480
Intergenic	Rv0985c-Rv0986	mscL-Rv0986	1101481	1101802
CDS	Rv0986	Rv0986	1101803	1102549
CDS	Rv0987	Rv0987	1102542	1105109
Intergenic	Rv0987-Rv0988	Rv0987-Rv0988	1105110	1105115
CDS	Rv0988	Rv0988	1105116	1106276
Intergenic	Rv0988-Rv0989c	Rv0988-grcC2	1106277	1106404
CDS	Rv0989c	grcC2	1106405	1107382
Intergenic	Rv0989c-Rv0990c	grcC2-Rv0990c	1107383	1107442
CDS	Rv0990c	Rv0990c	1107443	1108099
Intergenic	Rv0990c-Rv0991c	Rv0990c-Rv0991c	1108100	1108171
CDS	Rv0991c	Rv0991c	1108172	1108504
Intergenic	Rv0991c-Rv0992c	Rv0991c-Rv0992c	1108505	1108577
CDS	Rv0992c	Rv0992c	1108578	1109171
Intergenic	Rv0992c-Rv0993	Rv0992c-galU	1109172	1109271
CDS	Rv0993	galU	1109272	1110192
Intergenic	Rv0993-Rv0994	galU-moeA1	1110193	1110268
CDS	Rv0994	moeA1	1110269	1111549
Intergenic	Rv0994-Rv0995	moeA1-rimJ	1111550	1111611
CDS	Rv0995	rimJ	1111612	1112223
Intergenic	Rv0995-Rv0996	rimJ-Rv0996	1112224	1112383
CDS	Rv0996	Rv0996	1112384	1113460
Intergenic	Rv0996-Rvnt15	Rv0996-alaV	1113461	1113510
tRNA	Rvnt15	alaV	1113511	1113583
Intergenic	Rvnt15-Rv0997a	alaV-Rv0997a	1113584	1113860
CDS	Rv0997a	Rv0997a	1113861	1114112
Intergenic	Rv0997a-Rv0997	Rv0997a-Rv0997	1114113	1114292
CDS	Rv0997	Rv0997	1114293	1114724
Intergenic	Rv0997-Rv0998	Rv0997-Rv0998	1114725	1114747
CDS	Rv0998	Rv0998	1114748	1115749
Intergenic	Rv0998-Rv0999	Rv0998-Rv0999	1115750	1115766
CDS	Rv0999	Rv0999	1115767	1116525
Intergenic	Rv0999-Rv1000c	Rv0999-Rv1000c	1116526	1116530
CDS	Rv1000c	Rv1000c	1116531	1117148
Intergenic	Rv1000c-Rv1001	Rv1000c-arcA	1117149	1117184
CDS	Rv1001	arcA	1117185	1118393
Intergenic	Rv1001-Rv1002c	arcA-Rv1002c	1118394	1118427
CDS	Rv1002c	Rv1002c	1118428	1119939
Intergenic	Rv1002c-Rv1003	Rv1002c-Rv1003	1119940	1120021
CDS	Rv1003	Rv1003	1120022	1120879
Intergenic	Rv1003-Rv1004c	Rv1003-Rv1004c	1120880	1120888
CDS	Rv1004c	Rv1004c	1120889	1122148
Intergenic	Rv1004c-Rv1005c	Rv1004c-Rv1005c	1122149	1122221
CDS	Rv1005c	Rv1005c	1122222	1123598
Intergenic	Rv1005c-Rv1006	Rv1005c-Rv1006	1123599	1123713
CDS	Rv1006	Rv1006	1123714	1125417
Intergenic	Rv1006-Rv1007c	Rv1006-metS	1125418	1125443
CDS	Rv1007c	metS	1125444	1127003
Intergenic	Rv1007c-Rv1008	metS-tatD	1127004	1127088
CDS	Rv1008	tatD	1127089	1127883
Intergenic	Rv1008-Rv1009	tatD-rpfB	1127884	1128090
CDS	Rv1009	rpfB	1128091	1129179
CDS	Rv1010	ksgA	1129152	1130105
Intergenic	Rv1010-Rv1011	ksgA-ispE	1130106	1130190
CDS	Rv1011	ispE	1130191	1131111
Intergenic	Rv1011-Rv1012	ispE-Rv1012	1131112	1131127
CDS	Rv1012	Rv1012	1131128	1131421
Intergenic	Rv1012-Rv1013	Rv1012-pks16	1131422	1131624
CDS	Rv1013	pks16	1131625	1133259
Intergenic	Rv1013-Rv1014c	pks16-pth	1133260	1133332
CDS	Rv1014c	pth	1133333	1133908
Intergenic	Rv1014c-Rv1015c	pth-rplY	1133909	1133920
CDS	Rv1015c	rplY	1133921	1134568
Intergenic	Rv1015c-Rv1016c	rplY-lpqT	1134569	1134784
CDS	Rv1016c	lpqT	1134785	1135465
Intergenic	Rv1016c-Rv1017c	lpqT-prsA	1135466	1135500
CDS	Rv1017c	prsA	1135501	1136481
Intergenic	Rv1017c-Rv1018c	prsA-glmU	1136482	1136572
CDS	Rv1018c	glmU	1136573	1138060
Intergenic	Rv1018c-Rvnt16	glmU-glnT	1138061	1138075
tRNA	Rvnt16	glnT	1138076	1138147
Intergenic	Rvnt16-Rv1019	glnT-Rv1019	1138148	1138314
CDS	Rv1019	Rv1019	1138315	1138908
Intergenic	Rv1019-Rv1020	Rv1019-mfd	1138909	1138966
CDS	Rv1020	mfd	1138967	1142671
CDS	Rv1021	Rv1021	1142671	1143648
Intergenic	Rv1021-Rv1022	Rv1021-lpqU	1143649	1143735
CDS	Rv1022	lpqU	1143736	1144467
Intergenic	Rv1022-Rv1023	lpqU-eno	1144468	1144563
CDS	Rv1023	eno	1144564	1145853
Intergenic	Rv1023-Rv1024	eno-Rv1024	1145854	1145857
CDS	Rv1024	Rv1024	1145858	1146544
Intergenic	Rv1024-Rv1025	Rv1024-Rv1025	1146545	1146560
CDS	Rv1025	Rv1025	1146561	1147028
CDS	Rv1026	Rv1026	1147019	1147978
Intergenic	Rv1026-Rv1027c	Rv1026-kdpE	1147979	1148426
CDS	Rv1027c	kdpE	1148427	1149107
CDS	Rv1028c	kdpD	1149104	1151686
Intergenic	Rv1028c-Rv1028A	kdpD-kdpF	1151687	1151919
CDS	Rv1028A	kdpF	1151920	1152012
CDS	Rv1029	kdpA	1152012	1153727
CDS	Rv1030	kdpB	1153724	1155853
CDS	Rv1031	kdpC	1155853	1156422
Intergenic	Rv1031-Rv1032c	kdpC-trcS	1156423	1156425
CDS	Rv1032c	trcS	1156426	1157955
Intergenic	Rv1032c-Rv1033c	trcS-trcR	1157956	1157962
CDS	Rv1033c	trcR	1157963	1158736
Intergenic	Rv1033c-Rv1037c	trcR-esxI	1158737	1160543
CDS	Rv1037c	esxI	1160544	1160828
Intergenic	Rv1037c-Rv1038c	esxI-esxJ	1160829	1160854
CDS	Rv1038c	esxJ	1160855	1161151
Intergenic	Rv1038c-Rv1039c	esxJ-PPE15	1161152	1161296
CDS	Rv1039c	PPE15	1161297	1162472
Intergenic	Rv1039c-Rv1040c	PPE15-PE8	1162473	1162548
CDS	Rv1040c	PE8	1162549	1163376
Intergenic	Rv1040c-Rv1041c	PE8-Rv1041c	1163377	1164571
CDS	Rv1041c	Rv1041c	1164572	1165435
CDS	Rv1042c	Rv1042c	1165092	1165499
Intergenic	Rv1042c-Rv1043c	Rv1042c-Rv1043c	1165500	1165780
CDS	Rv1043c	Rv1043c	1165781	1166806
Intergenic	Rv1043c-Rv1044	Rv1043c-Rv1044	1166807	1167052
CDS	Rv1044	Rv1044	1167053	1167676
CDS	Rv1045	Rv1045	1167673	1168554
Intergenic	Rv1045-Rv1047	Rv1045-Rv1047	1168555	1169422
CDS	Rv1047	Rv1047	1169423	1170670
Intergenic	Rv1047-Rv1048c	Rv1047-Rv1048c	1170671	1171037
CDS	Rv1048c	Rv1048c	1171038	1172153
Intergenic	Rv1048c-Rv1049	Rv1048c-Rv1049	1172154	1172385
CDS	Rv1049	Rv1049	1172386	1172832
Intergenic	Rv1049-Rv1050	Rv1049-Rv1050	1172833	1172880
CDS	Rv1050	Rv1050	1172881	1173786
Intergenic	Rv1050-Rv1051c	Rv1050-Rv1051c	1173787	1173944
CDS	Rv1051c	Rv1051c	1173945	1174700
Intergenic	Rv1051c-Rv1052	Rv1051c-Rv1052	1174701	1175722
CDS	Rv1052	Rv1052	1175723	1176112
Intergenic	Rv1052-Rvnt17	Rv1052-leuX	1176113	1177395
tRNA	Rvnt17	leuX	1177396	1177469
Intergenic	Rvnt17-Rv1056	leuX-Rv1056	1177470	1177627
CDS	Rv1056	Rv1056	1177628	1178392
Intergenic	Rv1056-Rv1057	Rv1056-Rv1057	1178393	1179395
CDS	Rv1057	Rv1057	1179396	1180577
Intergenic	Rv1057-Rv1058	Rv1057-fadD14	1180578	1180683
CDS	Rv1058	fadD14	1180684	1182315
Intergenic	Rv1058-Rv1059	fadD14-Rv1059	1182316	1182390
CDS	Rv1059	Rv1059	1182391	1183455
Intergenic	Rv1059-Rv1060	Rv1059-Rv1060	1183456	1183507
CDS	Rv1060	Rv1060	1183508	1183981
Intergenic	Rv1060-Rv1061	Rv1060-Rv1061	1183982	1184014
CDS	Rv1061	Rv1061	1184015	1184878
Intergenic	Rv1061-Rv1062	Rv1061-Rv1062	1184879	1184882
CDS	Rv1062	Rv1062	1184883	1185740
CDS	Rv1063c	Rv1063c	1185741	1186823
Intergenic	Rv1063c-Rv1064c	Rv1063c-lpqV	1186824	1186903
CDS	Rv1064c	lpqV	1186904	1187323
Intergenic	Rv1064c-Rv1065	lpqV-Rv1065	1187324	1187434
CDS	Rv1065	Rv1065	1187435	1188001
CDS	Rv1066	Rv1066	1187998	1188393
Intergenic	Rv1066-Rv1067c	Rv1066-PE_PGRS19	1188394	1188420
CDS	Rv1067c	PE_PGRS19	1188421	1190424
Intergenic	Rv1067c-Rv1068c	PE_PGRS19-PE_PGRS20	1190425	1190756
CDS	Rv1068c	PE_PGRS20	1190757	1192148
Intergenic	Rv1068c-Rv1069c	PE_PGRS20-Rv1069c	1192149	1192509
CDS	Rv1069c	Rv1069c	1192510	1194273
CDS	Rv1070c	echA8	1194270	1195043
Intergenic	Rv1070c-Rv1071c	echA8-echA9	1195044	1195054
CDS	Rv1071c	echA9	1195055	1196092
Intergenic	Rv1071c-Rv1072	echA9-Rv1072	1196093	1196278
CDS	Rv1072	Rv1072	1196279	1197115
Intergenic	Rv1072-Rv1073	Rv1072-Rv1073	1197116	1197230
CDS	Rv1073	Rv1073	1197231	1198082
Intergenic	Rv1073-Rv1074c	Rv1073-fadA3	1198083	1198155
CDS	Rv1074c	fadA3	1198156	1199373
Intergenic	Rv1074c-Rv1075c	fadA3-Rv1075c	1199374	1199425
CDS	Rv1075c	Rv1075c	1199426	1200370
Intergenic	Rv1075c-Rv1076	Rv1075c-lipU	1200371	1200766
CDS	Rv1076	lipU	1200767	1201660
Intergenic	Rv1076-Rv1077	lipU-cbs	1201661	1201716
CDS	Rv1077	cbs	1201717	1203111
Intergenic	Rv1077-Rv1078	cbs-Rv1078	1203112	1203312
CDS	Rv1078	Rv1078	1203313	1204035
Intergenic	Rv1078-Rv1079	Rv1078-metB	1204036	1204066
CDS	Rv1079	metB	1204067	1205233
Intergenic	Rv1079-Rv1080c	metB-greA	1205234	1205303
CDS	Rv1080c	greA	1205304	1205798
Intergenic	Rv1080c-Rv1081c	greA-Rv1081c	1205799	1205983
CDS	Rv1081c	Rv1081c	1205984	1206418
Intergenic	Rv1081c-Rv1082	Rv1081c-mca	1206419	1206519
CDS	Rv1082	mca	1206520	1207386
CDS	Rv1083	Rv1083	1207383	1207649
CDS	Rv1084	Rv1084	1207636	1209657
Intergenic	Rv1084-Rv1085c	Rv1084-Rv1085c	1209658	1209755
CDS	Rv1085c	Rv1085c	1209756	1210484
Intergenic	Rv1085c-Rv1086	Rv1085c-Rv1086	1210485	1210594
CDS	Rv1086	Rv1086	1210595	1211383
Intergenic	Rv1086-Rv1087	Rv1086-PE_PGRS21	1211384	1211559
CDS	Rv1087	PE_PGRS21	1211560	1213863
Intergenic	Rv1087-Rv1088	PE_PGRS21-PE9	1213864	1214512
CDS	Rv1088	PE9	1214513	1214947
Intergenic	Rv1088-Rv1088a	PE9-Rv1088a	1214948	1215224
CDS	Rv1088a	Rv1088a	1215225	1215407
Intergenic	Rv1088a-Rv1091	Rv1088a-PE_PGRS22	1215408	1216468
CDS	Rv1091	PE_PGRS22	1216469	1219030
Intergenic	Rv1091-Rv1092c	PE_PGRS22-coaA	1219031	1219247
CDS	Rv1092c	coaA	1219248	1220186
Intergenic	Rv1092c-RVnc0034	coaA-MTS0858	1220187	1220387
ncRNA	RVnc0034	MTS0858	1220388	1220487
